Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Haładewicz-Grzelak, M.","18436475200","Visual syntax in the iconography of Saint Nicholas",2009,"Semiotica",2009,"176",,131,164,,2,10.1515/semi.2009.065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350417486&partnerID=40&md5=4847011f3edc43bd0d5bdacc13503622",Article,Final,,Scopus,2-s2.0-70350417486
"Kuhn, J., Lick, E.","35105364200; 35105197300","Advertising to Canada's official language groups: A comparative critical discourse analysis",2009,"Semiotica",2009,"176",,165,176,,2,10.1515/semi.2009.066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350400741&partnerID=40&md5=a369ccf7b915f6e23b4077ff7c236d38",Article,Final,,Scopus,2-s2.0-70350400741
"Semetsky, I.","25636268700","Reading signs: Semiotics and depth psychology",2009,"Semiotica",2009,"176",,47,63,,2,10.1515/semi.2009.060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350398232&partnerID=40&md5=c6b8b7f1b95a80b53868f9f0aa446677",Article,Final,,Scopus,2-s2.0-70350398232
"Sørensen, B.","26038578800","The sign universe, Summum Bonum, self-control, and the normative sciences in a Peircean perspective or man ought to contribute to the growth in the concrete reasonableness",2009,"Semiotica",2009,"176",,83,93,,,10.1515/semi.2009.062,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350376755&partnerID=40&md5=94bfceb923dfcec3622adf37651e75b9",Article,Final,,Scopus,2-s2.0-70350376755
"Arning, C.","26631587900","Into the realm of zeroness: Peirce's categories and Vipassana meditation",2009,"Semiotica",2009,"176",,95,115,,,10.1515/semi.2009.063,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350367861&partnerID=40&md5=b556ae6eb930c505e72d4e3873d19611",Article,Final,,Scopus,2-s2.0-70350367861
"Ning, W.","7006004071","An ""iconological turn"" in literary and cultural studies and the reconstruction of visual culture",2009,"Semiotica",2009,"176",,29,46,,5,10.1515/semi.2009.059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350351421&partnerID=40&md5=0bdf6460610b5d5453dc93af9bb8d23b",Article,Final,,Scopus,2-s2.0-70350351421
"Griffin, M.","56208126700","Semiosis, mythic algebra, and the laws of association",2009,"Semiotica",2009,"176",,1,14,,1,10.1515/semi.2009.057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350351243&partnerID=40&md5=90ec98da82141db1d92033230dc84a5c",Article,Final,,Scopus,2-s2.0-70350351243
"Sykes, G.","24169771800","The images of film and the categories of signs: Peirce and Deleuze on media",2009,"Semiotica",2009,"176",,65,81,,1,10.1515/semi.2009.061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350350051&partnerID=40&md5=3a46c7adee522efccba29fdeca7fa4e1",Article,Final,,Scopus,2-s2.0-70350350051
"Halsey, K.","26034170600","Folk stylistics and the history of reading: A discussion of method",2009,"Language and Literature",18,"3",,231,246,,13,10.1177/0963947009105851,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350038233&partnerID=40&md5=d710b28ca0b247902595ecf07ae145b7",Article,Final,,Scopus,2-s2.0-70350038233
"Allington, D., Swann, J.","26033989600; 23061863600","Researching literary reading as social practice",2009,"Language and Literature",18,"3",,219,230,,47,10.1177/0963947009105850,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350034192&partnerID=40&md5=fa3eb29282669717a64edb7a9a39ca42",Article,Final,,Scopus,2-s2.0-70350034192
"Swann, J., Allington, D.","23061863600; 26033989600","Reading groups and the language of literary texts: A case study in social reading",2009,"Language and Literature",18,"3",,247,264,,59,10.1177/0963947009105852,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350032231&partnerID=40&md5=2c05563070c425e82fab025db19a67fd",Article,Final,,Scopus,2-s2.0-70350032231
"Benwell, B.","8375730100","A pathetic and racist and awful characterg: Ethnomethodological approaches to the reception of diasporic fiction",2009,"Language and Literature",18,"3",,300,315,,28,10.1177/0963947009105855,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350028906&partnerID=40&md5=19172c4d70ce3316c87e6682e6cc53da",Article,Final,,Scopus,2-s2.0-70350028906
"Lang, A.","33067959900","Reading race in Small Island: Discourse deviation, schemata and the textual encounter",2009,"Language and Literature",18,"3",,316,330,,11,10.1177/0963947009105856,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350025735&partnerID=40&md5=3e510e1350b5f7a8bf0797b96ca5dda8",Article,Final,,Scopus,2-s2.0-70350025735
"Absillis, K.","26221007800","From now on we speak civilized Dutchgcirc: The authors of flanders, the language of the Netherlands, and the readers of A. manteau",2009,"Language and Literature",18,"3",,265,280,,6,10.1177/0963947009105853,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350025733&partnerID=40&md5=6973a30c99151c78106fce38de17ae23",Article,Final,,Scopus,2-s2.0-70350025733
"Neuman, Y.","7004062699","Peter Pan's shadow and the relational matrix of the ""i""",2009,"Semiotica",2009,"176",,15,27,,9,10.1515/semi.2009.058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350019260&partnerID=40&md5=dd91ae70e050f0efd9e631ce99ecee9b",Article,Final,,Scopus,2-s2.0-70350019260
"Myers, G.","56234137400","Stylistics and reading-in-talkg",2009,"Language and Literature",18,"3",,338,344,,10,10.1177/0963947009105857,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350012487&partnerID=40&md5=9a281d80359f7d9b46815922559dc3bb",Article,Final,,Scopus,2-s2.0-70350012487
"Hall, G.","55438546600","Texts, readers-and real readers",2009,"Language and Literature",18,"3",,331,337,,16,10.1177/0963947009106595,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350012483&partnerID=40&md5=0fc48871504e7e9e037d36af41ca25fd",Article,Final,,Scopus,2-s2.0-70350012483
"Eriksson Barajas, K., Aronsson, K.","35094921500; 6603438874","Avid versus struggling readers: Co-construed pupil identities in school booktalk",2009,"Language and Literature",18,"3",,281,299,,19,10.1177/0963947009105854,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350002354&partnerID=40&md5=7d89c69696009a9014e30f7e4b9d253b",Article,Final,,Scopus,2-s2.0-70350002354
"Newell, G.E., Tallman, L., Letcher, M.","35973498400; 36714537300; 36713861000","A longitudinal study of consequential transitions in the teaching of literature",2009,"Research in the Teaching of English",44,"1",,89,126,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69749124152&partnerID=40&md5=3081993a1ea78b2dbb3d4994de0f14a4",Article,Final,,Scopus,2-s2.0-69749124152
"Spalding, E., Wang, J., Lin, E., Hu, G.","7004739030; 8774914300; 57205565020; 57196438980","Analyzing voice in the writing of Chinese teachers of english",2009,"Research in the Teaching of English",44,"1",,23,51,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69749114825&partnerID=40&md5=3d758e4bd9348e86aa0088b7e04d9534",Article,Final,,Scopus,2-s2.0-69749114825
"Samuelson, B.L.","34768944900","Ventriloquation in discussions of student writing: Examples from a high school english class",2009,"Research in the Teaching of English",44,"1",,52,88,,13,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69749106921&partnerID=40&md5=fcfeafb4ef8cb2ef25d77a37d0621d51",Article,Final,,Scopus,2-s2.0-69749106921
"Kirkland, D.E.","30467819200","Researching and teaching english in the digital dimension",2009,"Research in the Teaching of English",44,"1",,8,22,,20,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69749091806&partnerID=40&md5=713f9706b7accd9cb52e83d6a5c2d76d",Article,Final,,Scopus,2-s2.0-69749091806
"Fujioka, Y., Ryan, E., Agle, M., Legaspi, M., Toohey, R.","7102814940; 57215638087; 57215638511; 57215638306; 33167841600","The role of racial identity in responses to thin media ideals: Differences between white and black college women",2009,"Communication Research",36,"4",,451,474,,19,10.1177/0093650209333031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949183350&partnerID=40&md5=45495e584f75c545636bc9ce895f7aa9",Article,Final,,Scopus,2-s2.0-68949183350
"Hendrickson, B., Goei, R.","33167627400; 14071398700","Reciprocity and dating: Explaining the effects of favor and status on compliance with a date request",2009,"Communication Research",36,"4",,585,608,,6,10.1177/0093650209333036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949181751&partnerID=40&md5=efb5636d87e993931009c4f13f58f0ff",Article,Final,,Scopus,2-s2.0-68949181751
"Theiss, J.A., Knobloch, L.K.","14029231200; 7003732542","An actor-partner interdependence model of irritations in romantic relationships",2009,"Communication Research",36,"4",,510,537,,42,10.1177/0093650209333033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949178710&partnerID=40&md5=1184bd67279791c614baf20da5aacce0",Article,Final,,Scopus,2-s2.0-68949178710
"Givertz, M., Segrin, C., Hanzal, A.","6602910500; 7003368451; 18535230800","The association between satisfaction and commitment differs across marital couple types",2009,"Communication Research",36,"4",,561,584,,23,10.1177/0093650209333035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949170850&partnerID=40&md5=606ac2f2a5a4a90ca76f306798a8d5fe",Article,Final,,Scopus,2-s2.0-68949170850
"Palomares, N.A.","6506172827","Women are sort of more tentative than men, aren't they?: How men and women use tentative language differently, similarly, and counterstereotypically as a function of gender salience",2009,"Communication Research",36,"4",,538,560,,33,10.1177/0093650209333034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949166202&partnerID=40&md5=83aca1d06fef72e4e1690c2fbd0aa42c",Article,Final,,Scopus,2-s2.0-68949166202
"Palomares, N.A.","6506172827","Did you see it coming?: Effects of the specificity and efficiency of goal pursuit on the accuracy and onset of goal detection in social interaction",2009,"Communication Research",36,"4",,475,509,,12,10.1177/0093650209333032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949166199&partnerID=40&md5=8ac75eb1ab073fa5834c892199fc9015",Article,Final,,Scopus,2-s2.0-68949166199
"Lohndal, T.","25637509700","Comp-T effects: Variation in the position and features of C",2009,"Studia Linguistica",63,"2",,204,232,,12,10.1111/j.1467-9582.2009.01159.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68249124327&partnerID=40&md5=e3ea21f2ba4cc90caf6e298ef5b629b4",Article,Final,,Scopus,2-s2.0-68249124327
"Bošković, Z.","9246535000","More on the no-DP analysis of article-less languages",2009,"Studia Linguistica",63,"2",,187,203,,39,10.1111/j.1467-9582.2009.01158.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68149139632&partnerID=40&md5=7b12ead5d977c2199b0eadd095b8406c",Article,Final,,Scopus,2-s2.0-68149139632
"Tribushinina, E.","24437455700","Reference points in linguistic construal: Scalar adjectives revisited",2009,"Studia Linguistica",63,"2",,233,260,,6,10.1111/j.1467-9582.2009.01161.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68149134787&partnerID=40&md5=fa65d9f6269cef83c5472e248580bb60",Article,Final,,Scopus,2-s2.0-68149134787
"Van Veen, R., Evers-Vermeul, J., Sanders, T., Van Den Bergh, H.","29167652200; 6504064585; 14124034100; 7005230156","Parental input and connective acquisition: A growth curve analysis",2009,"First Language",29,"3",,266,288,,23,10.1177/0142723708101679,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67749147458&partnerID=40&md5=532cd396f8f65c163e8002992188e0a0",Article,Final,,Scopus,2-s2.0-67749147458
"Kang, J.Y., Kim, Y.-S., Pan, B.A.","15829500300; 23466699700; 7102638171","Five-year-olds' book talk and story retelling: Contributions of mother-child joint bookreading",2009,"First Language",29,"3",,243,265,,38,10.1177/0142723708101680,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67749145633&partnerID=40&md5=f5b9f8bdae37a8a6d5c625e5b282e5a9",Article,Final,,Scopus,2-s2.0-67749145633
"Salehuddin, K., Winskel, H.","29167479900; 6503991477","An investigation into Malay numeral classifier acquisition through an elicited production task",2009,"First Language",29,"3",,289,311,,14,10.1177/0142723709103187,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67749099773&partnerID=40&md5=f3920cfd2e6f9acb6e81f8a264a6ae6b",Article,Final,,Scopus,2-s2.0-67749099773
"Kirjavainen, M., Theakston, A., Lieven, E., Tomasello, M.","29067853100; 6602398593; 6603677998; 7004816726","'I want hold Postman Pat': An investigation into the acquisition of infinitival marker 'to'",2009,"First Language",29,"3",,313,339,,12,10.1177/0142723709105312,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67749091207&partnerID=40&md5=1bb955d2a6c905be9026d68115334cd4",Article,Final,,Scopus,2-s2.0-67749091207
"Shegar, C.","26649069400","Buddy reading in a Singaporean primary school: Implications for training and research",2009,"RELC Journal",40,"2",,133,148,,6,10.1177/0033688209105864,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67249133466&partnerID=40&md5=b971592f96c7a2b07901f45cd2c99de2",Review,Final,,Scopus,2-s2.0-67249133466
"Ansary, H., Babaii, E.","6506424999; 6507441651","A cross-cultural analysis of English newspaper editorials: A systemic-functional view of text for contrastive rhetoric research",2009,"RELC Journal",40,"2",,211,249,,12,10.1177/0033688209105867,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67249127398&partnerID=40&md5=d8f8f539e006f143d4791bdf48f7f902",Review,Final,,Scopus,2-s2.0-67249127398
"Cullip, P.F.","22933430600","A tale of two texts: Tracking developments in learner writing",2009,"RELC Journal",40,"2",,192,210,,1,10.1177/0033688209105866,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67249117637&partnerID=40&md5=583e0685512d0e059007620ce402a03f",Review,Final,,Scopus,2-s2.0-67249117637
"Kikuchi, K., Browne, C.","11139089700; 56409516100","English educational policy for high schools in Japan: Ideals vs. reality",2009,"RELC Journal",40,"2",,172,191,,31,10.1177/0033688209105865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67249099796&partnerID=40&md5=c7306b21d15ac36bb5aebaa5b329c6b4",Article,Final,,Scopus,2-s2.0-67249099796
"Saito, H., Fujita, T.","38062616800; 55628535660","Peer-assessing peers' contribution to EFL group presentations",2009,"RELC Journal",40,"2",,149,171,,9,10.1177/0033688209105868,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67249085110&partnerID=40&md5=d70050bdf641a93f6a1b028f540465d9",Article,Final,,Scopus,2-s2.0-67249085110
"Moldovanu, D.","36454964800","Reconstructing an Old Slavic toponymic field: The base *bǐrl- in Romanian toponymy and its historical implications",2009,"Zeitschrift fur Slawistik",54,"3",,320,337,,2,10.1524/slaw.2009.0022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053332950&partnerID=40&md5=633f2c2b7f27e3f09985949ee1083967",Article,Final,,Scopus,2-s2.0-80053332950
"Gilby, E.","26036490800","""Émotions"" and the ethics of response in seventeenth-century French dramatic theory",2009,"Modern Philology",107,"1",,52,71,,2,10.1086/605829,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949863900&partnerID=40&md5=7cee4bb61546f4e9fb2ecb5025d646cd",Review,Final,,Scopus,2-s2.0-77949863900
"Kunin, A.","26632233600","Facial composure and management in Behn's novels",2009,"Modern Philology",107,"1",,72,95,,1,10.1086/605830,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949858496&partnerID=40&md5=e825be198552cad4d0d4b3dc635b3cdd",Review,Final,,Scopus,2-s2.0-77949858496
"Holbrook, P.","26033290200","Vulgar, sentimental, and liberal criticism: F. J. Furnivall and T. S. Eliot on Shakespeare and Chaucer",2009,"Modern Philology",107,"1",,96,125,,,10.1086/605831,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949843616&partnerID=40&md5=72a924838c51ede5418e8eddf7d4b9b2",Review,Final,,Scopus,2-s2.0-77949843616
"Sánchez-Martí, J.","15053762400","The printed history of the middle English verse romances",2009,"Modern Philology",107,"1",,1,31,,4,10.1086/605827,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949829795&partnerID=40&md5=5d7071767da332a888ea9695968576aa",Review,Final,,Scopus,2-s2.0-77949829795
"Johnson, K.","55547120077","Richard Crashaw's indigestible poetics",2009,"Modern Philology",107,"1",,32,51,,3,10.1086/605828,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949802163&partnerID=40&md5=4b88d8d26d54d3ebfb2421eeae44f2b7",Review,Final,,Scopus,2-s2.0-77949802163
"Dabrowska, E., Rowland, C., Theakston, A.","57215376507; 7102863420; 6602398593","The acquisition of questions with long-distance dependencies",2009,"Cognitive Linguistics",20,"3",,571,597,,35,10.1515/COGL.2009.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69149105883&partnerID=40&md5=767dd6663fb526f1ea984e989cac84ea",Article,Final,,Scopus,2-s2.0-69149105883
"Schmidtke-Bode, K.","33467937800","Going-to-V and gonna-V in child language: A quantitative approach to constructional development",2009,"Cognitive Linguistics",20,"3",,509,538,,6,10.1515/COGL.2009.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69149105123&partnerID=40&md5=7448efb37b013db425be01cde9750afe",Article,Final,,Scopus,2-s2.0-69149105123
"Langacker, R.W.","24445494700","A dynamic view of usage and language acquisition",2009,"Cognitive Linguistics",20,"3",,627,640,,21,10.1515/COGL.2009.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69149099083&partnerID=40&md5=3494feb3f050a7125b0adaadf167207f",Article,Final,,Scopus,2-s2.0-69149099083
"Matthews, D., Lieven, E., Theakston, A., Tomasello, M.","8289465200; 6603677998; 6602398593; 7004816726","Pronoun co-referencing errors: Challenges for generativist and usage-based accounts",2009,"Cognitive Linguistics",20,"3",,599,626,,27,10.1515/COGL.2009.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69149097197&partnerID=40&md5=2380cabbced3c85934d7abc613199819",Article,Final,,Scopus,2-s2.0-69149097197
"Brandt, S., Kidd, E., Lieven, E., Tomasello, M.","24079576000; 57200012621; 6603677998; 7004816726","The discourse bases of relativization: An investigation of young German and English-speaking children's comprehension of relative clauses",2009,"Cognitive Linguistics",20,"3",,539,570,,62,10.1515/COGL.2009.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69149088175&partnerID=40&md5=59c3667f86390a920fc35b301cec3628",Article,Final,,Scopus,2-s2.0-69149088175
"Lieven, E., Salomo, D., Tomasello, M.","6603677998; 33467829400; 7004816726","Two-year-old children's production of multiword utterances: A usage-based analysis",2009,"Cognitive Linguistics",20,"3",,481,507,,106,10.1515/COGL.2009.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69149088028&partnerID=40&md5=1c20d1d8c0e1892ed37ea278a7d355f7",Article,Final,,Scopus,2-s2.0-69149088028
"Hallett, J., Garley, M.","26427689000; 26427594900","Figurative Language: Cross-cultural and cross-linguistic Perspectives. Dobrovol'skij, Dmitrij and Elisabeth Piirainen, Elsevier, Oxford, UK, 2005, 419 pp., $99.95/91.95€/£62.99",2009,"Journal of Pragmatics",41,"8",,1675,1678,,,10.1016/j.pragma.2009.02.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349285323&partnerID=40&md5=909446350c1244d40f52455bd43e7f24",Article,Final,,Scopus,2-s2.0-67349285323
"Björk-Willén, P., Cromdal, J.","22936806200; 6602767871","When education seeps into 'free play': How preschool children accomplish multilingual education",2009,"Journal of Pragmatics",41,"8",,1493,1518,,32,10.1016/j.pragma.2007.06.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349276100&partnerID=40&md5=a8e6669a660a89bbb3e9b6f330fd7d9c",Article,Final,,Scopus,2-s2.0-67349276100
"Aukrust, V.G., Rydland, V.","6603255860; 35609802300","'Does it matter?' Talking about ethnic diversity in preschool and first grade classrooms",2009,"Journal of Pragmatics",41,"8",,1538,1556,,11,10.1016/j.pragma.2007.03.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349268407&partnerID=40&md5=72acba95b6cf5a7df918ea27749d95ff",Article,Final,,Scopus,2-s2.0-67349268407
"Cobb-Moore, C., Danby, S., Farrell, A.","24823974400; 8398984500; 35847223300","Young children as rule makers",2009,"Journal of Pragmatics",41,"8",,1477,1492,,48,10.1016/j.pragma.2007.04.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349262825&partnerID=40&md5=21429613f658edc5cd6db5c07f8bdf74",Article,Final,,Scopus,2-s2.0-67349262825
"Wingard, L., Forsberg, L.","15766619100; 16229800800","Parent involvement in children's homework in American and Swedish dual-earner families",2009,"Journal of Pragmatics",41,"8",,1576,1595,,30,10.1016/j.pragma.2007.09.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349245208&partnerID=40&md5=fb406c36cac35fefc9a14f5a7d64da39",Article,Final,,Scopus,2-s2.0-67349245208
"Danby, S.","8398984500","Childhood and social interaction in everyday life: An epilogue",2009,"Journal of Pragmatics",41,"8",,1596,1599,,11,10.1016/j.pragma.2008.06.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349231959&partnerID=40&md5=09e439982020534c29196c432f711a2b",Article,Final,,Scopus,2-s2.0-67349231959
"Aarsand, P.A., Aronsson, K.","16400975100; 6603438874","Response cries and other gaming moves-Building intersubjectivity in gaming",2009,"Journal of Pragmatics",41,"8",,1557,1575,,29,10.1016/j.pragma.2007.05.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349191705&partnerID=40&md5=b5f0598295f97e053a6145be05fb8842",Article,Final,,Scopus,2-s2.0-67349191705
"Melander, H., Sahlström, F.","26649555600; 6504217654","In tow of the blue whale. Learning as interactional changes in topical orientation",2009,"Journal of Pragmatics",41,"8",,1519,1537,,44,10.1016/j.pragma.2007.05.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349170373&partnerID=40&md5=93709603a3f298475c3f54c6c6cdd66d",Article,Final,,Scopus,2-s2.0-67349170373
"Jucker, A.H.","6603938238","Speech act research between armchair, field and laboratory. The case of compliments",2009,"Journal of Pragmatics",41,"8",,1611,1635,,84,10.1016/j.pragma.2009.02.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349142987&partnerID=40&md5=fe98729c65ca4dc213cdd2b057565108",Article,Final,,Scopus,2-s2.0-67349142987
"Bilmes, J.","35910774000","Taxonomies are for talking: Reanalyzing a Sacks classic",2009,"Journal of Pragmatics",41,"8",,1600,1610,,23,10.1016/j.pragma.2008.10.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349131644&partnerID=40&md5=be93eb8ca3792a46f08d05badc8bf199",Article,Final,,Scopus,2-s2.0-67349131644
"Lin, Y.-H.","7406585278","Query preparatory modals: Cross-linguistic and cross-situational variations in request modification",2009,"Journal of Pragmatics",41,"8",,1636,1656,,21,10.1016/j.pragma.2008.12.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349100630&partnerID=40&md5=a875683cbb8bbc96cd06bee9f1d339a9",Article,Final,,Scopus,2-s2.0-67349100630
"Chen, P.","7408354834","Aspects of referentiality",2009,"Journal of Pragmatics",41,"8",,1657,1674,,11,10.1016/j.pragma.2009.03.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349091441&partnerID=40&md5=bd275f6b2b9d361610bfebd60ef994d4",Article,Final,,Scopus,2-s2.0-67349091441
"Clarke, M.","22936934000","Discourse as Cultural Struggle. Shi-xu, Ed., University of Hong Kong Press, Hong Kong, 2007, 200 pages, RRP £21.50",2009,"Journal of Pragmatics",41,"8",,1679,1682,,,10.1016/j.pragma.2009.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349086866&partnerID=40&md5=97b39297a55e8225ea8794a509dada4d",Article,Final,,Scopus,2-s2.0-67349086866
"Sadat-Tehrani, N.","35230970700","The alignment of L + H* pitch accents in Persian intonation",2009,"Journal of the International Phonetic Association",39,"2",,205,230,,10,10.1017/S0025100309003892,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449171165&partnerID=40&md5=06f85617674d6054c6d54cba0b2542e6",Article,Final,,Scopus,2-s2.0-72449171165
"Miller, A.L., Brugman, J., Sands, B., Namaseb, L., Exter, M., Collins, C.","6507928560; 35228788400; 7005180099; 35230445600; 35229229800; 57191383105","Differences in airstream and posterior place of articulation among Nuu clicks",2009,"Journal of the International Phonetic Association",39,"2",,129,161,,23,10.1017/S0025100309003867,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449167578&partnerID=40&md5=c5ec846318fc0a1d2c8d951ec665c8b0",Article,Final,,Scopus,2-s2.0-72449167578
"Ball, M.J.","7202689576","Response to W. J. Barry &amp; J. Trouvain, Do we need a symbol for a central open vowel? JIPA 38 (2008), 349-357",2009,"Journal of the International Phonetic Association",39,"2",,233,234,,,10.1017/S0025100309003910,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449163179&partnerID=40&md5=eee82a9f190866a71e9173eb6f7d27a1",Review,Final,,Scopus,2-s2.0-72449163179
"Kruspe, N., Hajek, J.","35229898900; 55833184800","Mah Meri",2009,"Journal of the International Phonetic Association",39,"2",,241,248,,4,10.1017/S0025100309003946,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449144999&partnerID=40&md5=9ce5b6aaa5db1a827e8f7f938b9c4f08",Article,Final,Open Access,Scopus,2-s2.0-72449144999
"Recasens, D.","7003538031","Response to W. J. Barry &amp; J. Trouvain, Do we need a symbol for a central open vowel? JIPA 38 (2008), 349-357",2009,"Journal of the International Phonetic Association",39,"2",,231,233,,,10.1017/S0025100309003909,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449141847&partnerID=40&md5=4fffb4dde2d377a043aa7412ba6a9c97",Review,Final,,Scopus,2-s2.0-72449141847
"Dicanio, C.T.","35229191300","The phonetics of register in Takhian Thong Chong",2009,"Journal of the International Phonetic Association",39,"2",,162,188,,58,10.1017/S0025100309003879,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449125800&partnerID=40&md5=574f91b6b358be93147ff44f4bcd334c",Article,Final,,Scopus,2-s2.0-72449125800
"Guerin, V., Aoyama, K.","23489126800; 15520551400","Mavea",2009,"Journal of the International Phonetic Association",39,"2",,249,262,,4,10.1017/S0025100309003958,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449120023&partnerID=40&md5=5d808c7be72e4119ceab7a1dccf180ba",Article,Final,Open Access,Scopus,2-s2.0-72449120023
"Chen, Y.","7601438696","Estimation of vocal tract steadiness in speakers of Mandarin-accented English",2009,"Journal of the International Phonetic Association",39,"2",,189,204,,3,10.1017/S0025100309003880,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449120022&partnerID=40&md5=4d67e45ec2d6fb9319f35d3373d00d5e",Article,Final,,Scopus,2-s2.0-72449120022
"Lee, C.H.","56495639400","Testing the role of phonology in reading: Focus on sentence processing",2009,"Journal of Psycholinguistic Research",38,"4",,333,344,,3,10.1007/s10936-008-9092-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67649220490&partnerID=40&md5=4b0fd3a22fc6de316480b0c2672113e7",Article,Final,,Scopus,2-s2.0-67649220490
"Kennison, S.M.","6603400736","The use of verb information in parsing: Different statistical analyses lead to contradictory conclusions",2009,"Journal of Psycholinguistic Research",38,"4",,363,378,,2,10.1007/s10936-008-9096-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67649204727&partnerID=40&md5=087fd835aec4b731f6f4ac13ad2df228",Article,Final,,Scopus,2-s2.0-67649204727
"Lee, Y., Nam, K., Gordon, P.C.","15056448600; 55446701400; 7202833555","Processing of the Korean Eojoel Ambiguity",2009,"Journal of Psycholinguistic Research",38,"4",,345,362,,,10.1007/s10936-008-9093-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67649197197&partnerID=40&md5=df5bf87ff21b050b7d6ecb1ddce559b3",Article,Final,,Scopus,2-s2.0-67649197197
