"ID"	"Authors"	"Title"	"Year"	"Source.title"	"Volume"	"Issue"	"clickable_doi"
"2a1b3948"	"Molosiwa, A."	"Revitalising and sustaining Botswana cultures through the secondary school curriculum: A myth or reality?"	2009	"Language Matters"	"40"	"1"	"http://doi.org/10.1080/10228190903055535"
"bca383cb"	"Christensen, K.R."	"Neg-shift, licensing, and repair strategies"	2008	"Studia Linguistica"	"62"	"2"	"http://doi.org/10.1111/j.1467-9582.2008.00146.x"
"739249fe"	"Rahman, R.A., Melinger, A."	"Semantic context effects in language production: A swinging lexical network proposal and a review"	2009	"Language and Cognitive Processes"	"24"	"5"	"http://doi.org/10.1080/01690960802597250"
"1facf017"	"Post, M."	"Adjectives in Thai: Implications for a functionalist typology of word classes"	2008	"Linguistic Typology"	"12"	"3"	"http://doi.org/10.1515/LITY.2008.041"
"aeead77f"	"Granoff, P."	"Other people's stories: Haribhadra and the decapitation of brahma"	2009	"Indo-Iranian Journal"	"52"	"4"	"http://doi.org/10.1163/001972409X445799"
"66bb61fe"	"Jonkers, R., de Bruin, A."	"Tense processing in Broca's and Wernicke's aphasia"	2009	"Aphasiology"	"23"	"10"	"http://doi.org/10.1080/02687030802289192"
"9743c4f6"	"Doecke, B., Parr, G."	"Imagining a national English curriculum: Connecting with and speaking back to standards-based reforms"	2008	"English in Australia"	"43"	"3"	"http://doi.org/"
"d39cd8a3"	"De Ruiter, J.J."	"Morocco's languages and gender: Evidence from the field"	2008	"International Journal of the Sociology of Language"	NA	"190"	"http://doi.org/10.1515/IJSL.2008.014"
"20145be9"	"Cornelius, N.G."	"Boxes and bridges: Robert Lepage's le confessionnal and la face cachée de la lune"	2008	"French Review"	"82"	"1"	"http://doi.org/"
"511cafd6"	"Bilandzic, H., Busselle, R.W."	"Transportation and transportability in the cultivation of genre-consistent attitudes and estimates"	2008	"Journal of Communication"	"58"	"3"	"http://doi.org/10.1111/j.1460-2466.2008.00397.x"
"5ff628e9"	"Konijn, E.A., Van Der Molen, J.H.W., Van Nes, S."	"Emotions bias perceptions of realism in audiovisual media: Why we may take fiction for real"	2009	"Discourse Processes"	"46"	"4"	"http://doi.org/10.1080/01638530902728546"
"09c6af83"	"Wouk, F."	"The syntax of intonation units in Sasak"	2008	"Studies in Language"	"32"	"1"	"http://doi.org/10.1075/sl.32.1.06wou"
"64234d54"	"Kehily, M.J., Nayak, A."	"Global femininities: Consumption, culture and the significance of place"	2008	"Discourse"	"29"	"3"	"http://doi.org/10.1080/01596300802259103"
"ef961674"	"Kemmerer, D., Tranel, D., Zdanczyk, C."	"Knowledge of the semantic constraints on adjective order can be selectively impaired"	2009	"Journal of Neurolinguistics"	"22"	"1"	"http://doi.org/10.1016/j.jneuroling.2008.07.001"
"273d5e9e"	"Cohen, A., Kaminski, M., Makowsky, J.A."	"Notions of sameness by default and their application to anaphora, vagueness, and uncertain reasoning"	2008	"Journal of Logic, Language and Information"	"17"	"3"	"http://doi.org/10.1007/s10849-008-9057-6"
"de58867d"	"Ikeda, K."	"Audience participation through interjection Japanese municipal council sessions"	2009	"Journal of Language and Politics"	"8"	"1"	"http://doi.org/10.1075/jlp.8.1.04ike"
"d2927344"	"Al-Wahy, A.S."	"Idiomatic false friends in English and modern standard Arabic"	2009	"Babel"	"55"	"2"	"http://doi.org/10.1075/babel.55.2.01wah"
"03f84ad7"	"Bundrick, S.D."	"Dionysian themes and imagery in Oliver Stone's Alexander"	2009	"Helios"	"36"	"1"	"http://doi.org/10.1353/hel.0.0018"
"0fe69837"	"Gullberg, M., Hendriks, H., Hickmann, M."	"Learning to talk and gesture about motion in French"	2008	"First Language"	"28"	"2"	"http://doi.org/10.1177/0142723707088074"
"c7bc92a2"	"Howard, A.A., Mayeux, L., Naigles, L.R."	"Conversational correlates of children's acquisition of mental verbs and a theory of mind"	2008	"First Language"	"28"	"4"	"http://doi.org/10.1177/0142723708091044"
"7a031585"	"Manning, P."	"A construction-based view of possessive and local case-marking in middle and modern welsh relative clauses"	2008	"Journal of Celtic Linguistics"	"11"	""	"http://doi.org/"
"77a07528"	"Morita, N."	"Language, culture, gender, and academic socialization"	2009	"Language and Education"	"23"	"5"	"http://doi.org/10.1080/09500780902752081"
"88d39214"	"Hansen, E."	"The autonomy of historical linguistics: The cognitive complexity of change"	2008	"NOWELE"	"54"	"1"	"http://doi.org/10.1075/nowele.54-55.07han"
"12c30fb8"	"Wang, J., Liang, S.-l., Ge, G.-c."	"Establishment of a Medical Academic Word List"	2008	"English for Specific Purposes"	"27"	"4"	"http://doi.org/10.1016/j.esp.2008.05.003"
"59ef391a"	"Ferguson, G."	"What next? Towards an agenda for classroom codeswitching research"	2009	"International Journal of Bilingual Education and Bilingualism"	"12"	"2"	"http://doi.org/10.1080/13670050802153236"
"0467aa44"	"Vasyura, S.A."	"Psychology of male and female communicative activity"	2008	"Spanish Journal of Psychology"	"11"	"1"	"http://doi.org/10.1017/S1138741600004327"
"2c97aac1"	"Bahri, D."	"Response: A world of difference"	2008	"College English"	"70"	"5"	"http://doi.org/"
"1fd214dc"	"Van Gelderen, E."	"Negative cycles"	2008	"Linguistic Typology"	"12"	"2"	"http://doi.org/10.1515/LITY.2008.037"
"a527f54c"	"Fjalldal, M."	"The man who knew it all: Guflbrandur Vigfússon in Oxford"	2009	"Scandinavian Studies"	"81"	"3"	"http://doi.org/"
"43e06429"	"Aveling, E.-L., Gillespie, A."	"Negotiating multiplicity: Adaptive asymmetries within second-generation turks’ “society of mind”?"	2008	"Journal of Constructivist Psychology"	"21"	"3"	"http://doi.org/10.1080/10720530802070635"
"57e78c0d"	"Early, M., Marshall, S."	"Adolescent ESL students' interpretation and appreciation of literary texts: A case study of multimodality"	2008	"Canadian Modern Language Review"	"64"	"3"	"http://doi.org/10.3138/cmlr.64.3.377"
"8b2b35dc"	"Whitehead, K.A., Lerner, G.H."	"When are persons 'white'?: On some practical asymmetries of racial reference in talk-in-interaction"	2009	"Discourse and Society"	"20"	"5"	"http://doi.org/10.1177/0957926509106413"
"46fa17ef"	"Sulak, M."	"Off-beat in the golden land the prosody of Moyshe Leyb Halpern's \"undzer gortn\" from in Nyu- York"	2008	"Yiddish"	"15"	"3"	"http://doi.org/"
"9b7d7aeb"	"Monteiro, G."	"Henry James's letters to the New York Tribune (1875-76)"	2009	"Notes and Queries"	"56"	"3"	"http://doi.org/10.1093/notesj/gjp119"
"0a364634"	"Salonen, T., Laakso, M."	"Self-repair of speech by four-year-old Finnish children"	2009	"Journal of Child Language"	"36"	"4"	"http://doi.org/10.1017/S0305000908009240"
"1d8845db"	"Soh, H.L., Nomoto, H."	"Progressive aspect, the verbal prefix meN-, and stative sentences in Malay"	2009	"Oceanic Linguistics"	"48"	"1"	"http://doi.org/10.1353/ol.0.0026"
"5ed263b5"	"Barbeiro, L.F."	"Intercomprehension in primary school: Discovering languages and constructing knowledge"	2009	"Language and Intercultural Communication"	"9"	"4"	"http://doi.org/10.1080/14708470903203041"
"50166ae0"	"Zeithamova, D., Maddox, W.T."	"Learning Mode and Exemplar Sequencing in Unsupervised Category Learning"	2009	"Journal of Experimental Psychology: Learning Memory and Cognition"	"35"	"3"	"http://doi.org/10.1037/a0015005"
"7f4944d9"	"Majid, A., Boster, J.S., Bowerman, M."	"The cross-linguistic categorization of everyday events: A study of cutting and breaking"	2008	"Cognition"	"109"	"2"	"http://doi.org/10.1016/j.cognition.2008.08.009"
"b2092ec0"	"Nolan, F., McDougall, K., de Jong, G., Hudson, T."	"The DyViS database: Style-controlled recordings of 100 homogeneous speakers for forensic phonetic research"	2009	"International Journal of Speech, Language and the Law"	"16"	"1"	"http://doi.org/10.1558/ijsll.v16i1.31"
"87b2a54d"	"Rossiter, M.J., Derwing, T.M., Manimtim, L.G., Thomson, R.I."	"Oral fluency: The neglected component in the communicative language classroom"	2009	"Canadian Modern Language Review"	"66"	"4"	"http://doi.org/10.3138/cmlr.66.4.583"
"6e7774d7"	"Tutton, M."	"When in means into: Towards an understanding of boundary-crossing in"	2009	"Journal of English Linguistics"	"37"	"1"	"http://doi.org/10.1177/0075424208329308"
"52eacc38"	"Goldman, A.I."	"Mirroring, simulating and mindreading"	2009	"Mind and Language"	"24"	"2"	"http://doi.org/10.1111/j.1468-0017.2008.01361.x"
"be82f4ae"	"Setzer, S."	"\"Original letters of the celebrated Mrs. Mary Robinson\""	2009	"Philological Quarterly"	"88"	"3"	"http://doi.org/"
"cef3ab1b"	"Arias, B., Ovejero, A., Morentin, R."	"Love and emotional well-being in people with intellectual disabilities"	2009	"Spanish Journal of Psychology"	"12"	"1"	"http://doi.org/10.1017/S113874160000161X"
"074c67e7"	"De Beuzeville, L., Johnston, T., Schembri, A."	"The use of space with indicating verbs in Auslan: A corpus-based investigation"	2009	"Sign Language and Linguistics (Online)"	"12"	"1"	"http://doi.org/10.1075/sll.12.1.03deb"
"791efb2f"	"Artmann, S."	"Basic semiosis as code-based control"	2009	"Biosemiotics"	"2"	"1"	"http://doi.org/10.1007/s12304-008-9037-x"
"18d52382"	"Rautakoski, P., Korpijaakko-Huuhka, A.-M., Klippi, A."	"People with severe and moderate aphasia and their partners as estimators of communicative skills: A client-centred evaluation"	2008	"Aphasiology"	"22"	"12"	"http://doi.org/10.1080/02687030802374788"
"0ed9a7de"	"Bhatia, A."	"The discourses of terrorism"	2009	"Journal of Pragmatics"	"41"	"2"	"http://doi.org/10.1016/j.pragma.2008.05.016"
"8716c0e0"	"Kramer, J."	"\"Falsett no feit hes\": A proverb in William Dunbar's \"in vice most vicius he excellis\""	2008	"English Studies"	"89"	"3"	"http://doi.org/10.1080/00138380802011487"
"72be0c60"	"Nippold, M.A."	"School-age children talk about chess: Does knowledge drive syntactic complexity?"	2009	"Journal of Speech, Language, and Hearing Research"	"52"	"4"	"http://doi.org/10.1044/1092-4388(2009/08-0094)"
"1d0311f4"	"Md Yusof, N."	"E-Methods in literary production: Integrating e-learning in creative writing"	2008	"3L: Language, Linguistics, Literature"	"14"	"1"	"http://doi.org/"
"44460d3c"	"Redmond, S."	"Pieces of me: Celebrity confessional carnality"	2008	"Social Semiotics"	"18"	"2"	"http://doi.org/10.1080/10350330802002192"
"950cf8cf"	"Gelikman, O."	"\"Cold pastoral\": Werner Herzog's version of empson"	2008	"MLN - Modern Language Notes"	"123"	"5"	"http://doi.org/10.1353/mln.0.0080"
"9b45b098"	"[No author name available]"	"Sponsored by Cambridge University Press and promoted by Language Teaching"	2009	"Language Teaching"	"42"	"4"	"http://doi.org/10.1017/S0261444809990024"
"18843178"	"Miró, E.C."	"Deconstructing exclamations"	2008	"Catalan Journal of Linguistics"	"7"	""	"http://doi.org/10.5565/rev/catjl.132"
"11de05ea"	"Hertel, T.J., Sunderman, G."	"Student attitudes toward native and non-native language instructors"	2009	"Foreign Language Annals"	"42"	"3"	"http://doi.org/10.1111/j.1944-9720.2009.01031.x"
"5285ba29"	"Cotsonis, J."	"Onomastics, gender, office and images on Byzantine lead seals: A means of investigating personal piety"	2008	"Byzantine and Modern Greek Studies"	"32"	"1"	"http://doi.org/10.1179/030701308X259642"
"d2fb61fa"	"Isaki, E., Spaulding, T.J., Plante, E."	"Contributions of language and memory demands to verbal memory performance in language-learning disabilities"	2008	"Journal of Communication Disorders"	"41"	"6"	"http://doi.org/10.1016/j.jcomdis.2008.03.006"
"9ee051af"	"Bergerson, J."	"Etimologiewoordeboek van Afrikaans: Supplement"	2009	"NOWELE"	"56"	"1"	"http://doi.org/10.1075/nowele.56-57.12ber"
"a725145f"	"Saunders, J.P."	"\"The DNA molecule\": May Swenson confronts modern paradigms"	2009	"Papers on Language and Literature"	"45"	"4"	"http://doi.org/"
"8b81d209"	"Kiousis, S., McDevitt, M."	"Agenda setting in civic development: Effects of curricula and issue importance on youth voter turnout"	2008	"Communication Research"	"35"	"4"	"http://doi.org/10.1177/0093650208315978"
"77efd172"	"Watanabe, T."	"Interpretation at the Tokyo War Crimes Tribunal: An overview and Tojo's cross-examination"	2009	"TTR: Traduction, Terminologie et Redaction"	"22"	"1"	"http://doi.org/10.7202/044782ar"
"7541cd9e"	"Gardini, N."	"History and pastoral in the structure of Leopardi's canti"	2008	"Modern Language Review"	"103"	"1"	"http://doi.org/"
"28d23a45"	"Rosenberg, A., Hirschberg, J."	"Charisma perception from text and speech"	2009	"Speech Communication"	"51"	"7"	"http://doi.org/10.1016/j.specom.2008.11.001"
"7b19f0bc"	"Larrivée, P."	"What nominal phrases are all about: The atypical case of indefinite pronouns with a determiner"	2009	"Romanische Forschungen"	"121"	"1"	"http://doi.org/10.3196/003581209787603461"
"7f69c665"	"Acheson, D.J., MacDonald, M.C."	"Twisting tongues and memories: Explorations of the relationship between language production and verbal working memory"	2009	"Journal of Memory and Language"	"60"	"3"	"http://doi.org/10.1016/j.jml.2008.12.002"
"684fffda"	"Bestué, C."	"The translation of legal terms in the international context | La traducción de términos jurídicos en el ámbito internacional"	2009	"Babel"	"55"	"3"	"http://doi.org/"
"b8dff587"	"Maloch, B."	"Beyond exposure: The uses of informational texts in a second grade classroom"	2008	"Research in the Teaching of English"	"42"	"3"	"http://doi.org/"
"866a28eb"	"Siegl, F."	"A note on personal pronouns in Enets and Northern Samoyedic"	2008	"Linguistica Uralica"	"44"	"2"	"http://doi.org/10.3176/lu.2008.2.04"
"f2b93ed1"	"Zitser, E.A."	"\"A dirty place for Americans to be\": Images of the Russian civil war in Siberia from the Robert L. Eichelberger collection at Duke University Libraries"	2009	"Slavic and East European Information Resources"	"10"	"1"	"http://doi.org/10.1080/15228880802714765"
"7b6fbff6"	"Welch, E."	"Stars of CCTV: Technology, visibility and identity in the work of Sophie Calle and Annie Ernaux"	2009	"Nottingham French Studies"	"48"	"2"	"http://doi.org/10.3366/nfs.2009-2.007"
"2f575d00"	"Hunter, Z.R., Brysbaert, M."	"Theoretical analysis of interhemispheric transfer costs in visual word recognition"	2008	"Language and Cognitive Processes"	"23"	"1"	"http://doi.org/10.1080/01690960701579813"
"1b976dfb"	"Palomares, N.A."	"Did you see it coming?: Effects of the specificity and efficiency of goal pursuit on the accuracy and onset of goal detection in social interaction"	2009	"Communication Research"	"36"	"4"	"http://doi.org/10.1177/0093650209333032"
"6d3af3c3"	"Cairns, L."	"Sapphism in twentieth to twenty-first century French film: Segue or schism?"	2008	"Australian Journal of French Studies"	"45"	"3"	"http://doi.org/10.3828/AJFS.45.3.264"
"3e8323e7"	"Sekine, K."	"Changes in frame of reference use across the preschool years: A longitudinal study of the gestures and speech produced during route descriptions"	2009	"Language and Cognitive Processes"	"24"	"2"	"http://doi.org/10.1080/01690960801941327"
"900bf459"	"Manuelli, F."	"Local Imitations and Foreign Imported Goods. Some problems and new questions on Red Lustrous Wheel-made Ware in the light of the new excavations of the Southern Step Trench at Yumuktepe/Mersin."	2009	"Altorientalische Forschungen"	"36"	"2"	"http://doi.org/10.1524/aofo.2009.0016"
"e3cae8e3"	"King, B.J."	"ME ...ME ...Washoe: An appreciation"	2008	"Sign Language Studies"	"8"	"3"	"http://doi.org/10.1353/sls.2008.0007"
"97485b1a"	"Howlett, D."	"Wilbrord's autobiographical note and the 'Versus sybillae de iudicio dei'"	2008	"Peritia"	"20"	""	"http://doi.org/10.1484/J.Peri.3.630"
"f70c46b7"	"Ford, K."	"Critical incidents in the experiences of Japanese returnees"	2009	"Language and Intercultural Communication"	"9"	"2"	"http://doi.org/10.1080/14708470902807701"
"704a37f6"	"Felser, C., Clahsen, H."	"Grammatical processing of spoken language in child and adult language learners"	2009	"Journal of Psycholinguistic Research"	"38"	"3"	"http://doi.org/10.1007/s10936-009-9104-8"
"c269e5fc"	"Considine, J."	"Lascivious boys in the Bower of Bliss: A note on Faerie Queene II V 28 and II XII 72"	2009	"Notes and Queries"	"56"	"1"	"http://doi.org/10.1093/notesj/gjn220"
"8c3d3255"	"Aijun, H."	"Red China, Red translation An introduction to Fang Huawen and his translation theory"	2008	"Babel"	"54"	"2"	"http://doi.org/10.1075/babel.54.2.04aij"
"d7f2bb7a"	"Heinze, P."	"Let's talk about race, baby: How a White professor teaches White students about White privilege and racism"	2008	"Multicultural Education"	"16"	"1"	"http://doi.org/"
"b8c0f908"	"Kamp, A."	"Capitals and commitment: The case of a local learning and employment network"	2009	"Discourse"	"30"	"4"	"http://doi.org/10.1080/01596300903237230"
"81af3437"	"Katsarou, E."	"Literacy teaching in the L1 curriculum of Greek secondary education"	2009	"L1 Educational Studies in Language and Literature"	"9"	"3"	"http://doi.org/10.17239/l1esll-2009.09.03.01"
"2429b7ab"	"Kempchinsky, P."	"What can the subjunctive disjoint reference effect tell us about the subjunctive?"	2009	"Lingua"	"119"	"12"	"http://doi.org/10.1016/j.lingua.2008.11.009"
"8a6e51ce"	"Marco, J."	"Normalisation and the translation of phraseology in the COVALT corpus"	2009	"Meta"	"54"	"4"	"http://doi.org/10.7202/038907ar"
"7a126ca2"	"Boeckx, C."	"Islands"	2008	"Linguistics and Language Compass"	"2"	"1"	"http://doi.org/10.1111/j.1749-818X.2007.00043.x"
"f534e28e"	"Gregersen, T., Olivares-Cuhat, G., Storm, J."	"An examination of L1 and L2 gesture use: What role does proficiency play?"	2009	"Modern Language Journal"	"93"	"2"	"http://doi.org/10.1111/j.1540-4781.2009.00856.x"
"48a08253"	"Yaeger, P."	"Editor's column: My name is blue - A map of ottoman Baghdad"	2008	"PMLA"	"123"	"1"	"http://doi.org/10.1632/pmla.2008.123.1.9"
"8fe4c5c2"	"Nureddeen, F.A."	"Cross cultural pragmatics: Apology strategies in Sudanese Arabic"	2008	"Journal of Pragmatics"	"40"	"2"	"http://doi.org/10.1016/j.pragma.2007.11.001"
"1a649714"	"Milani, T.M."	"Language testing and citizenship: A language ideological debate in Sweden"	2008	"Language in Society"	"37"	"1"	"http://doi.org/10.1017/S0047404508080020"
"b9b5d3a8"	"Newman, R.S., Sawusch, J.R."	"Perceptual normalization for speaking rate III: Effects of the rate of one voice on perception of another"	2009	"Journal of Phonetics"	"37"	"1"	"http://doi.org/10.1016/j.wocn.2008.09.001"
"cd264bd5"	"Kavanagh, T.M."	"Roulette and the ancien régime of gambling"	2009	"Nottingham French Studies"	"48"	"1"	"http://doi.org/10.3366/nfs.2009.001"
"41c6c66b"	"Holdsworth, M."	"A transgressive story of the flood: Jeanette winterson’s boating for beginners"	2009	"English Text Construction"	"2"	"2"	"http://doi.org/10.1075/etc.2.2.02hol"
"2d058441"	"Robins, S., Treiman, R."	"Talking about writing: What we can learn from conversations between parents and their young children"	2009	"Applied Psycholinguistics"	"30"	"3"	"http://doi.org/10.1017/S0142716409090237"
"11d9c624"	"Riches, C., Curdt-Christiansen, X.L."	"A tale of two montréal communities: Parents' perspectives on their children's language and literacy development in a multilingual context"	2009	"Canadian Modern Language Review"	"66"	"4"	"http://doi.org/10.3138/cmlr.66.4.525"
"55ae4684"	"Constanzo, E."	"Towards the development of a global communicative competence: The integration of oral and written skills in teaching and learning a foreign language"	2009	"Porta Linguarum"	""	"12"	"http://doi.org/"
"f2770dd7"	"Easterbrooks, S.R."	"Knowledge and Skills for All Teachers of Children Who Are Deaf or Hard of Hearing: New Standards and Their Evidence Base: Introduction to the Special Series"	2008	"Communication Disorders Quarterly"	"30"	"1"	"http://doi.org/10.1177/1525740108323837"
"fba49468"	"Taylor, J."	"'Speaking shadows': A history of the voice in the transition from silent to sound film in the United States"	2009	"Journal of Linguistic Anthropology"	"19"	"1"	"http://doi.org/10.1111/j.1548-1395.2009.01016.x"
"b79d1aa6"	"Drijkoningen, F., Kampers-Manhe, B."	"On inversions and the interpretation of subjects in French"	2008	"Probus"	"20"	"2"	"http://doi.org/10.1515/PRBS.2008.005"
"d3d10a4d"	"Wallace, W.E."	"Michelangelo's wet nurse"	2009	"Arion - Journal of Humanities and the Classics"	"17"	"2"	"http://doi.org/"
"fb0d7b50"	"McEvoy, W."	"Theatre and performance"	2008	"Year's Work in Critical and Cultural Theory"	"16"	"1"	"http://doi.org/10.1093/ywcct/mbn007"
"8d0facdf"	"Aram, D., Ingber, S., Konkol, S."	"Promoting alphabetic skills of young children with hearing loss in co-enrollment versus individual inclusion"	2009	"L1 Educational Studies in Language and Literature"	"10"	"1"	"http://doi.org/10.17239/l1esll-2010.10.01.02"
"2da95154"	"Andrews, L."	"Two black women in Russia: Tacit racial identity and the entrepreneurial spirit"	2009	"CLA Journal"	"52"	"4"	"http://doi.org/"
"015e1af4"	"Rycik, M.T., Rosler, B."	"The return of historical fiction"	2009	"Reading Teacher"	"63"	"2"	"http://doi.org/10.1598/RT.63.2.8"
"d3669c1a"	"Ritchie, L.D., Schell, C."	"\"The ivory tower\" on an \"unstable foundation\": Playful language, humor, and metaphor in the negotiation of scientists' identities"	2009	"Metaphor and Symbol"	"24"	"2"	"http://doi.org/10.1080/10926480902830847"
"328f3556"	"Lynch, J."	"Liquid vocalization and loss in central vanuatu"	2008	"Oceanic Linguistics"	"47"	"2"	"http://doi.org/10.1353/ol.0.0018"
"e9d857bb"	"Bassetti, B."	"Effects of adding interword spacing on Chinese reading: A comparison of Chinese native readers and English readers of Chinese as a second language"	2009	"Applied Psycholinguistics"	"30"	"4"	"http://doi.org/10.1017/S0142716409990105"
"cb8af76b"	"Maciulewicz, J."	"The pleasure of the eighteenth-century texts: The conflation of literary and critical discourse in the early novelistic tradition"	2009	"Studia Anglica Posnaniensia"	"45"	"2"	"http://doi.org/10.2478/v10121-009-0021-6"
"4e436c2a"	"Katz, L.A., Carlisle, J.F."	"Teaching students with reading difficulties to be close readers: A feasibility study"	2009	"Language, Speech, and Hearing Services in Schools"	"40"	"3"	"http://doi.org/10.1044/0161-1461(2009/07-0096)"
"6e026f3a"	"Opoku-Amankwa, K."	"English-only language-in-education policy in multilingual classrooms in ghana"	2009	"Language, Culture and Curriculum"	"22"	"2"	"http://doi.org/10.1080/07908310903075159"
"8973c879"	"Sikka, T."	"Ballistic missile defense and articulation theory an analysis of technology using a cultural studies approach"	2008	"Journal of Language and Politics"	"7"	"1"	"http://doi.org/10.1075/jlp.7.1.06sik"
"4ce7a535"	"Goldrick, M., Larson, M."	"Phonotactic probability influences speech production"	2008	"Cognition"	"107"	"3"	"http://doi.org/10.1016/j.cognition.2007.11.009"
"6bb790b0"	"Fishman, J.A."	"Rethinking the Ausbau-Abstand dichotomy into a continuous and multivariate system"	2008	"International Journal of the Sociology of Language"	NA	"191"	"http://doi.org/10.1515/IJSL.2008.022"
"3c579349"	"Hermann, J."	"The 'language' problem"	2008	"Language and Communication"	"28"	"1"	"http://doi.org/10.1016/j.langcom.2007.08.001"
"9ea11cd1"	"de Bastos Figueiredo, S.A., da Silva, C.F."	"Cognitive differences in second language learners and the critical period effects"	2009	"L1 Educational Studies in Language and Literature"	"9"	"4"	"http://doi.org/"
"9e1f7eac"	"de Vries, M.H., Monaghan, P., Knecht, S., Zwitserlood, P."	"Syntactic structure and artificial grammar learning: The learnability of embedded hierarchical structures"	2008	"Cognition"	"107"	"2"	"http://doi.org/10.1016/j.cognition.2007.09.002"
"97f704f2"	"Batoréo, H.J."	"Cognitive and lexical characteristics of Motion in liquid medium: AQUA-motion verbs in typologically different languages"	2008	"Psychology of Language and Communication"	"12"	"2"	"http://doi.org/10.2478/v10057-008-0006-x"
"52d9a45c"	"Love, T., Swinney, D., Walenski, M., Zurif, E."	"How left inferior frontal cortex participates in syntactic processing: Evidence from aphasia"	2008	"Brain and Language"	"107"	"3"	"http://doi.org/10.1016/j.bandl.2007.11.004"
"bb0494d1"	"Peña, J., Hancock, J.T., Merola, N.A."	"The priming effects of avatars in virtual settings"	2009	"Communication Research"	"36"	"6"	"http://doi.org/10.1177/0093650209346802"
"a07c4b97"	"Nicolaides, C.S., Fernandes, V."	"Learner autonomy in the light of freire"	2008	"DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada"	"24"	"SPL.ISS."	"http://doi.org/10.1590/s0102-44502008000300006"
"dfe7f76a"	"White, L.M."	"Beyond the romantic gypsy: Narrative disruptions and ironies in Austen's Emma"	2008	"Papers on Language and Literature"	"44"	"3"	"http://doi.org/"
"3af7f949"	"Hron, M."	"Itsembabwoko \"à la française\"? - Rwanda, fiction and the franco-african imaginary"	2009	"Forum for Modern Language Studies"	"45"	"2"	"http://doi.org/10.1093/fmls/cqp008"
"8f2ef73b"	"Simpson, J."	"A critical stance in language education: A reply to Alan waters"	2009	"Applied Linguistics"	"30"	"3"	"http://doi.org/10.1093/applin/amp030"
"cebd6fdf"	"Davidse, K., Brems, L., De Smedt, L."	"Type noun uses in the English NP: A case of right to left layering"	2008	"International Journal of Corpus Linguistics"	"13"	"2"	"http://doi.org/10.1075/ijcl.13.2.02dav"
"ef24bab8"	"Nicotra, J."	"The seduction of samuel butler: Rhetorical agency and the art of response"	2008	"Rhetoric Review"	"27"	"1"	"http://doi.org/10.1080/07350190701738825"
"33683748"	"Unsworth, N., Engle, R.W."	"Speed and Accuracy of Accessing Information in Working Memory: An Individual Differences Investigation of Focus Switching"	2008	"Journal of Experimental Psychology: Learning Memory and Cognition"	"34"	"3"	"http://doi.org/10.1037/0278-7393.34.3.616"
"a031f32d"	"Yamamoto, S., Tanaka, M."	"How did altruism and reciprocity evolve in humans?: Perspectives from experiments on chimpanzees (Pan troglodytes)"	2009	"Interaction Studies"	"10"	"2"	"http://doi.org/10.1075/is.10.2.04yam"
"bdcb21ab"	"Parlevliet, S."	"Hunting reynard: How Reynard the Fox tricked his way into English and Dutch children's literature"	2008	"Children's Literature in Education"	"39"	"2"	"http://doi.org/10.1007/s10583-008-9062-z"
"372444fa"	"Kasher, R."	"Haggai and Ezekiel: The complicated relations between the two prophets"	2009	"Vetus Testamentum"	"59"	"4"	"http://doi.org/10.1163/156853309X445016"
"317528d3"	"Kracht, M."	"Is adjunction compositional?"	2008	"Research on Language and Computation"	"6"	"1"	"http://doi.org/10.1007/s11168-008-9045-7"
"4c30c047"	"Ménard, L., Davis, B.L., Boë, L.-J., Roy, J.-P."	"Producing American English vowels during vocal tract growth: A perceptual categorization study of synthesized vowels"	2009	"Journal of Speech, Language, and Hearing Research"	"52"	"5"	"http://doi.org/10.1044/1092-4388(2009/08-0008)"
"19b686e8"	"Absillis, K."	"From now on we speak civilized Dutchgcirc: The authors of flanders, the language of the Netherlands, and the readers of A. manteau"	2009	"Language and Literature"	"18"	"3"	"http://doi.org/10.1177/0963947009105853"
"755da999"	"Stephen, K."	"Writing the relief: Adrian stokes, ben nicholson and the architectonics of surface"	2008	"Word and Image"	"24"	"1"	"http://doi.org/10.1080/o2666280701405960"
"95deb4a6"	"Reijnders, S."	"Watching the detectives: Inside the guilty landscapes of inspector morse, baantjer and wallander"	2009	"European Journal of Communication"	"24"	"2"	"http://doi.org/10.1177/0267323108101830"
"52e438d8"	"Juthe, A."	"Refutation by parallel argument"	2009	"Argumentation"	"23"	"2"	"http://doi.org/10.1007/s10503-008-9109-8"
"2aba3520"	"Martin, M."	"Wasting time in Ben Jonson's Epicoene"	2008	"Studies in Philology"	"105"	"1"	"http://doi.org/10.1353/sip.2008.0004"
"e81a8992"	"Odden, D."	"Tachoni verbal tonology"	2009	"Language Sciences"	"31"	"2-3"	"http://doi.org/10.1016/j.langsci.2008.12.009"
"52cfdf64"	"Steeve, R.W., Moore, C.A., Green, J.R., Reilly, K.J., McMurtrey, J.R."	"Babbling, chewing, and sucking: Oromandibular coordination at 9 months"	2008	"Journal of Speech, Language, and Hearing Research"	"51"	"6"	"http://doi.org/10.1044/1092-4388(2008/07-0046)"
"088b5c29"	"Hughes, C., Hollander, M.J., Martinez, A.W."	"Hispanic acculturation in a predominately black high school: Application of an adapted model"	2009	"Hispanic Journal of Behavioral Sciences"	"31"	"1"	"http://doi.org/10.1177/0739986308329031"
